image_path,true_class,star_count,valid_profile_count,median_fwhm,median_eccentricity,median_fwhm_ratio,elongated_star_ratio,mean_aspect_ratio,elongated_angle_consistency,elongated_radial_alignment,fwhm_relative,fwhm_evidence,eccentricity_evidence,tracking_fwhm_ecc_evidence,oof_fwhm_ecc_evidence
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2231.png,03_Tracking_Error,69,69,21.062546243917424,0.7231574636096614,1.4478417890192605,0.3333333333333333,1.6428266178266182,0.6443151447840559,0.7382915464027541,1.0531273121958713,0.0,1.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2236.png,03_Tracking_Error,32,32,15.970632331707167,0.4142915325361098,1.0987508941786417,0.125,1.2266453598484848,0.5,0.3827889444626919,0.7985316165853583,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_250.png,03_Tracking_Error,89,89,17.066975642117118,0.48437029772840257,1.1430360007022038,0.1797752808988764,1.282365792759051,0.6203674497342844,0.4414820755230533,0.8533487821058559,0.0,0.17185148864201277,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_619.png,03_Tracking_Error,54,54,13.178899826177918,0.6234979156687823,1.279121380342457,0.14814814814814814,1.244285447063225,0.928558253371,0.41581915816782544,0.6589449913088959,0.0,0.8674895783439115,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_899.png,03_Tracking_Error,185,185,15.532382490551061,0.38103704208881456,1.0815958361587308,0.07567567567567568,1.167992277992278,0.3121963586965633,0.4092703563466325,0.7766191245275531,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_906.png,03_Tracking_Error,186,186,17.99500231648994,0.38286284255893976,1.0824794478607407,0.10752688172043011,1.1850560132818198,6.123233995736766e-17,0.534218016271266,0.899750115824497,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_3.png,03_Tracking_Error,178,178,15.08469631384431,0.3877735994089737,1.0848874115993423,0.07303370786516854,1.1629795142435593,0.07692307692307693,0.40671091423943156,0.7542348156922155,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_4.png,03_Tracking_Error,165,165,21.57715636302507,0.3788508845810927,1.0805463817498866,0.06060606060606061,1.1308354103808649,0.6,0.4579006939769716,1.0788578181512534,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_6.png,03_Tracking_Error,209,209,15.02819501109093,0.3798269146036895,1.0810137966169453,0.06220095693779904,1.148194349510139,0.6915028003830479,0.4226657970161947,0.7514097505545465,0.0,0.0,0.0,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607044ILE_1_1.png,03_Tracking_Error,54,54,24.052917510312515,0.4296065998068952,1.1074022530069312,0.3333333333333333,1.3218023745801522,0.7777777777777778,0.3603197106781598,1.2026458755156257,0.5132293775781284,0.0,0.0,0.5132293775781284
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS12758.png,03_Tracking_Error,71,71,33.45250172050474,0.6149766535751033,1.2681579353413732,0.1267605633802817,1.185671055672885,0.4200770998943505,0.31466539244028274,1.6726250860252372,1.0,0.8248832678755166,0.8248832678755166,0.17511673212448342
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (2).png,03_Tracking_Error,87,87,24.439744387935693,0.7372200359589469,1.4800502505281583,0.3793103448275862,1.2602229599240382,0.9815229556348537,0.4787347318712407,1.2219872193967847,0.609936096983923,1.0,0.609936096983923,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (3).png,03_Tracking_Error,116,116,23.370824387967716,0.5711934431782666,1.2183007463554385,0.3706896551724138,1.336267189721529,0.9374107066439593,0.5188889279664286,1.1685412193983857,0.3427060969919283,0.6059672158913328,0.20766865946318386,0.13503743752874442
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (4).png,03_Tracking_Error,87,87,24.439744387935693,0.7372200359589469,1.4800502505281583,0.3793103448275862,1.2602229599240382,0.9815229556348537,0.4787347318712407,1.2219872193967847,0.609936096983923,1.0,0.609936096983923,0.0
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS14158 (2).png,03_Tracking_Error,208,208,20.94105377114942,0.7418766645845135,1.4913541499088874,0.32211538461538464,1.4256227191066588,0.8653262458357064,0.472922447407837,1.047052688557471,0.0,1.0,0.0,0.0
