image_path,true_class,cnn_class,cnn_confidence,rule_score,approve_threshold,decision,cnn_correct,error
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1731.png,03_Tracking_Error,03_Tracking_Error,0.9978675929730229,0.2859999045790395,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1747.png,03_Tracking_Error,03_Tracking_Error,0.9978913156671559,0.3175906580613452,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1751.png,03_Tracking_Error,03_Tracking_Error,0.9976482740885283,0.26199032637410113,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_1999.png,03_Tracking_Error,03_Tracking_Error,0.9969010666380016,0.6084777872411801,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2219.png,03_Tracking_Error,03_Tracking_Error,0.9655430386045968,0.5899760988974142,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_223.png,03_Tracking_Error,03_Tracking_Error,0.818510601563771,0.8370547469363452,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2231.png,03_Tracking_Error,03_Tracking_Error,0.9687764874252601,0.22133093406687965,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_2236.png,03_Tracking_Error,03_Tracking_Error,0.9562626139594349,0.4714126996456885,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_250.png,03_Tracking_Error,03_Tracking_Error,0.8423568192465261,0.7710082199044335,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_619.png,03_Tracking_Error,03_Tracking_Error,0.9308081022299523,0.8167545045586305,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_899.png,03_Tracking_Error,03_Tracking_Error,0.8608998453294329,0.5139284853631603,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607027VZF_906.png,03_Tracking_Error,03_Tracking_Error,0.9750056016351722,0.533972543132265,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_3.png,03_Tracking_Error,03_Tracking_Error,0.5801390844813235,0.5155865092166587,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_4.png,03_Tracking_Error,02_Out_of_Focus,0.4772479701234175,0.34563959379656856,0.45,REJECT,False,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\260702HJAK_6.png,03_Tracking_Error,03_Tracking_Error,0.9472059149016845,0.5251507378252005,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\2607044ILE_1_1.png,03_Tracking_Error,01_Good,0.5756369738416363,0.3714584604541369,0.45,REJECT,False,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS12758.png,03_Tracking_Error,03_Tracking_Error,0.6819554976251109,0.5436846144020554,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (2).png,03_Tracking_Error,03_Tracking_Error,0.998699657812176,0.820732936796591,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (3).png,03_Tracking_Error,03_Tracking_Error,0.9980885272403148,0.8128106072655991,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS13458 (4).png,03_Tracking_Error,03_Tracking_Error,0.998699657812176,0.820732936796591,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\03_Tracking_Error\FILE_CURRENT_FOCUS14158 (2).png,03_Tracking_Error,03_Tracking_Error,0.7334268453839793,0.8033068260649748,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\2605045QHM_1_2.png,04_Over_Saturated,04_Over_Saturated,0.8998026582607507,0.021091863580112793,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\2605082ZGH_1_12.png,04_Over_Saturated,04_Over_Saturated,0.9071817171811161,0.6076060509638619,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\2605082ZGH_1_5.png,04_Over_Saturated,04_Over_Saturated,0.942504939715653,0.622943451240542,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260511JK92_1_2.png,04_Over_Saturated,04_Over_Saturated,0.9124679460340342,0.0,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515BCA7_11_1.png,04_Over_Saturated,04_Over_Saturated,0.9744291291322865,0.91064500684862,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515BCA7_9_1.png,04_Over_Saturated,04_Over_Saturated,0.9198906261068333,0.7808176010164356,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515ELKI_13_1.png,04_Over_Saturated,04_Over_Saturated,0.9493104002516264,0.9425030993176744,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515ELKI_6_1.png,04_Over_Saturated,04_Over_Saturated,0.9703152296228365,0.8707754131558916,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515ELKI_8_1.png,04_Over_Saturated,04_Over_Saturated,0.9757162473368503,0.881855635209517,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515EVU6_16_1.png,04_Over_Saturated,04_Over_Saturated,0.9774913839352771,0.874164927623685,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515EVU6_17_1.png,04_Over_Saturated,04_Over_Saturated,0.9736417375631474,0.7934665844691906,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515EVU6_2_1.png,04_Over_Saturated,04_Over_Saturated,0.9177261693765479,0.8399159698131509,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515EVU6_6_1.png,04_Over_Saturated,04_Over_Saturated,0.9520250432274404,0.9096945626395088,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515GFRS_9_1.png,04_Over_Saturated,04_Over_Saturated,0.8722207372833737,0.8550774116020697,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515IC2A_1_2.png,04_Over_Saturated,04_Over_Saturated,0.8702090806987086,0.26603540712684254,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515P2R1_15_1.png,04_Over_Saturated,04_Over_Saturated,0.9776845391824717,0.9432590107362941,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515P2R1_17_1.png,04_Over_Saturated,04_Over_Saturated,0.9719659066671369,0.9345727538641901,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515P2R1_1_1.png,04_Over_Saturated,04_Over_Saturated,0.9638945299878734,0.8972814152955648,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_15_1.png,04_Over_Saturated,04_Over_Saturated,0.9662148550656704,0.8705466844547598,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_16_1.png,04_Over_Saturated,04_Over_Saturated,0.9636694797900351,0.9544649991122158,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_1_1.png,04_Over_Saturated,04_Over_Saturated,0.9567559127299126,0.9107346968217329,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_3_1.png,04_Over_Saturated,04_Over_Saturated,0.9385735347028761,0.8915757525755741,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_7_1.png,04_Over_Saturated,04_Over_Saturated,0.9493162029875597,0.9435876623376623,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515QBWE_9_1.png,04_Over_Saturated,04_Over_Saturated,0.9673369106532096,0.894768984277712,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515SYWS_11_1.png,04_Over_Saturated,04_Over_Saturated,0.9235915822048818,0.7777897233461942,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515U1R3_10_1.png,04_Over_Saturated,04_Over_Saturated,0.7073454121692541,0.8617938549487622,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260515UVGY_6_1.png,04_Over_Saturated,04_Over_Saturated,0.9873573302065544,0.8947469736074471,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\2605163NVR_1_1.png,04_Over_Saturated,04_Over_Saturated,0.5666792379376614,0.008973697695078022,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260519OWU3_1_2.png,04_Over_Saturated,04_Over_Saturated,0.5451208392806077,0.0,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260523C52A_1_2.png,04_Over_Saturated,04_Over_Saturated,0.7743173148213547,0.0,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\26061473C1_14_1.png,04_Over_Saturated,04_Over_Saturated,0.9126089490909572,0.9145971917486809,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\26061473C1_16_1.png,04_Over_Saturated,04_Over_Saturated,0.965954696748972,0.8414031668594011,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\26061473C1_17_1.png,04_Over_Saturated,04_Over_Saturated,0.9717274720123625,0.806800950600039,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\26061473C1_6_1.png,04_Over_Saturated,04_Over_Saturated,0.9130409593774529,0.8821617621880072,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\26061473C1_7_1.png,04_Over_Saturated,04_Over_Saturated,0.9363213755881173,0.8106673263175546,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260614WALM_16_1.png,04_Over_Saturated,04_Over_Saturated,0.9300194429910016,0.8347016654589489,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260627KRXQ_1_2.png,04_Over_Saturated,01_Good,0.46439765754751217,0.5014909955229506,0.45,APPROVE,False,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260702AT87_1_2.png,04_Over_Saturated,04_Over_Saturated,0.7898278927930215,0.0,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260709WSBP_1_2.png,04_Over_Saturated,04_Over_Saturated,0.8380559811761913,0.7446262193518246,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\2607131ERW_19_1.png,04_Over_Saturated,04_Over_Saturated,0.9127415734165039,0.8735198974609374,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260713EY9C_15_1.png,04_Over_Saturated,04_Over_Saturated,0.9784046467636209,0.9468802315848214,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\260713EY9C_3_1.png,04_Over_Saturated,04_Over_Saturated,0.9578991297521697,0.8124736974721074,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13108 (10).png,04_Over_Saturated,04_Over_Saturated,0.8694025834918027,0.42816897327350695,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13108 (22).png,04_Over_Saturated,04_Over_Saturated,0.4359701838889012,0.3360839725399633,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13458 (54).png,04_Over_Saturated,04_Over_Saturated,0.7824919157541805,0.4694247347778912,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13458 (67).png,04_Over_Saturated,04_Over_Saturated,0.9634817638053323,0.4361201298701298,0.45,REJECT,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13458 (72).png,04_Over_Saturated,01_Good,0.5066245424816935,0.7130181916444152,0.45,APPROVE,False,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS13808 (81).png,04_Over_Saturated,01_Good,0.6416962274420024,0.8097795418612908,0.45,APPROVE,False,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS14158 (5).png,04_Over_Saturated,04_Over_Saturated,0.7520868110381794,0.5991094526966099,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\04_Over_Saturated\FILE_CURRENT_FOCUS14508 (6).png,04_Over_Saturated,04_Over_Saturated,0.47940034583701163,0.6533817670502683,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2026_05_27T08.35.17.466Z_V.png,05_No_Star,05_No_Star,0.8125604543360315,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2026_05_27T08.36.07.943Z_R.png,05_No_Star,05_No_Star,0.8096942468051349,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2026_05_27T08.38.40.684Z_V.png,05_No_Star,05_No_Star,0.8115079249654106,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260504MUFN_1_2.png,05_No_Star,05_No_Star,0.8048596394957876,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260504WJNU_1_1.png,05_No_Star,05_No_Star,0.8039231512858118,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260505ZCMG_1_1.png,05_No_Star,05_No_Star,0.7963937572903633,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506AAMN_1_1.png,05_No_Star,05_No_Star,0.7900377027898928,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506ABYO_1_1.png,05_No_Star,05_No_Star,0.813865667709758,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506ABYO_1_2.png,05_No_Star,05_No_Star,0.8155752374738486,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506ECSQ_1_1.png,05_No_Star,05_No_Star,0.8101127647817645,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506GXR2_1_1.png,05_No_Star,05_No_Star,0.762935881347437,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506GXR2_1_2.png,05_No_Star,05_No_Star,0.6851926387374416,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506I5WM_1_1.png,05_No_Star,05_No_Star,0.8060260384959935,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506I5WM_1_2.png,05_No_Star,05_No_Star,0.8105774466220126,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506JLM7_1_1.png,05_No_Star,05_No_Star,0.8091301281622216,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506JLM7_1_2.png,05_No_Star,05_No_Star,0.8267383750515624,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506N1AS_1_1.png,05_No_Star,05_No_Star,0.8081979660946835,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506NO2C_1_1.png,05_No_Star,05_No_Star,0.8039730477791283,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506NO2C_1_2.png,05_No_Star,05_No_Star,0.7951173273407187,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260506PWQ3_1_1.png,05_No_Star,05_No_Star,0.7967519086381352,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\26051002DR_1_1.png,05_No_Star,05_No_Star,0.8276265116394397,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\26051002DR_1_2.png,05_No_Star,05_No_Star,0.8267304354720869,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260523769Y_1_2.png,05_No_Star,05_No_Star,0.814990655454972,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260526D8K1_1_2.png,05_No_Star,05_No_Star,0.8096942468051349,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260526HU0Q_1_1.png,05_No_Star,05_No_Star,0.7997976209507679,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260526HU0Q_1_2.png,05_No_Star,05_No_Star,0.7964246112987459,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260526WG4W_1_1.png,05_No_Star,05_No_Star,0.8164599068786211,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260526WG4W_1_2.png,05_No_Star,05_No_Star,0.823307276872824,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2605290VX9_1_1.png,05_No_Star,05_No_Star,0.8230537361454126,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2605290VX9_1_2.png,05_No_Star,05_No_Star,0.7971815351370024,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2605308JZK_1_1.png,05_No_Star,05_No_Star,0.768646123173697,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260530NIO7_1_2.png,05_No_Star,05_No_Star,0.8100771175193786,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260530WJIM_1_1.png,05_No_Star,05_No_Star,0.8262200567092995,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260530WJIM_1_2.png,05_No_Star,05_No_Star,0.8316635057731491,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260531W5F3_1_1.png,05_No_Star,05_No_Star,0.8368001667139614,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260531W5F3_1_2.png,05_No_Star,05_No_Star,0.8896602176821091,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2606017E79_1_1.png,05_No_Star,05_No_Star,0.8719461412628069,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260601RI1U_1_1.png,05_No_Star,05_No_Star,0.8819315308558411,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260601RI1U_1_2.png,05_No_Star,05_No_Star,0.8951743990170246,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260603S572_1_1.png,05_No_Star,05_No_Star,0.8079589144546264,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2606068CP4_1_2.png,05_No_Star,05_No_Star,0.7922859713495192,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260606TVIO_1_1.png,05_No_Star,05_No_Star,0.8156943576831726,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\260606TVIO_1_2.png,05_No_Star,05_No_Star,0.8006392250767811,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2070.png,05_No_Star,05_No_Star,0.902738073442369,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2071.png,05_No_Star,05_No_Star,0.895660025513643,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2072.png,05_No_Star,05_No_Star,0.8741443561853575,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2075.png,05_No_Star,05_No_Star,0.9416860248458997,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2076.png,05_No_Star,05_No_Star,0.8849341310197574,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2092.png,05_No_Star,05_No_Star,0.8982129058644045,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\05_No_Star\2607027VZF_2093.png,05_No_Star,05_No_Star,0.8986653688687962,0.7346938775510203,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605064OPV_1_2.png,06_Satellite,06_Satellite,0.9750076136840619,0.9827905798073832,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605092ZPI_1_2.png,06_Satellite,06_Satellite,0.9886131165428117,0.9764810561030186,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605099O7J_1_2.png,06_Satellite,06_Satellite,0.9093728554254102,1.0,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\2605106HDV_1_2.png,06_Satellite,06_Satellite,0.9808303888115599,0.9295573959195365,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260520GFOW_1_1.png,06_Satellite,06_Satellite,0.9893440481743113,0.9360156876090077,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260520GFOW_1_2.png,06_Satellite,06_Satellite,0.9828935522143892,0.8787644478562815,0.45,APPROVE,True,
D:\Internship\Test_Rule\test_rule_new_v2\Dataset_For_Rule_Base\06_Satellite\260520XBLU_1_2.png,06_Satellite,03_Tracking_Error,0.5025117516019884,0.39179410100142403,0.45,REJECT,False,
